ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Chromopainter4,Country,Class_big,Class_small
HEL_CA5768AA_AS,0.00962756,-0.000933488,0.00134193,-0.00426919,-0.0129408,-0.00423817,0.0171655,-0.0150271,0.0106151,0.0122253,0.0114596,-0.00165357,0.00110052,-0.00963912,0.00477815,-0.00152429,0.0148106,-0.00820701,-0.00888299,-0.00173274,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6266AA_AS,0.0105221,-7.22344e-05,0.00187357,-0.00219751,-0.0131036,-0.0034899,0.0135541,-0.0117927,0.00687014,0.00950834,0.00999315,-0.00366647,0.00173948,-0.0064351,0.00852702,-0.000487392,0.0152599,-0.00432921,-0.00656089,-0.0017177,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6501AA_AS,0.00973953,-0.000894058,0.00099419,-0.0031041,-0.0137639,-0.00334326,0.0157089,-0.0138297,0.00712922,0.0119699,0.0124258,-0.00482281,0.000716203,-0.00547527,0.0081527,0.000389688,0.0142148,-0.00713735,-0.0055714,-0.00340193,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5766AA_AS,0.00834905,-0.000310254,0.00134578,-0.00250357,-0.0143557,-0.00382543,0.0189816,-0.0127867,0.0144442,0.0106216,0.0108267,0.000256051,-0.00601214,-0.0116962,0.0101591,-0.00516917,0.0205447,0.00202471,-0.00739182,-0.00507481,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6521AA_AS,0.00837217,-0.00263568,8.50482e-05,-0.00421399,-0.0155059,-0.00259095,0.0173589,-0.0115628,0.00849513,0.00968999,0.011258,0.00364464,0.00164071,-0.0114416,0.00659421,-0.00114968,0.017115,-0.00753523,-0.0091524,-0.0105437,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6456AA_AS,0.00807029,-0.00267194,0.000266944,-0.00358673,-0.0115661,-0.00237346,0.0142499,-0.0129141,0.00474094,0.00508125,0.00773626,-0.000507512,0.000330489,-0.00529313,0.00470524,0.00160545,0.000367456,-0.00194148,0.00222224,-0.00232457,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6504AA_AS,0.00750406,-0.00530545,-0.000323933,-0.00596603,-0.0135779,2.70246e-05,0.0140266,-0.00881606,0.00445004,0.00665361,0.00738652,0.0047209,-0.00597252,-0.013576,0.00679279,0.00546686,0.0139669,-0.00139794,-0.00809759,-0.0056948,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6465AA_AS,0.00608398,-0.00547239,0.000478876,-0.00462085,-0.0131215,-0.00196364,0.01388,-0.00942415,0.00217351,0.00688331,0.00857201,0.00459232,-0.00628255,-0.0124377,0.00424981,0.00447525,0.0151823,0.00188656,-0.0106198,-0.00429861,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5831AA_AS,0.00885017,-0.00129196,0.00232362,-0.00169094,-0.012081,-0.00335959,0.0134494,-0.011175,0.00510273,0.00868767,0.00855247,-0.00720086,0.00278114,-0.00545619,0.00760449,-0.000636823,0.00981463,-0.00468244,-0.00375886,-0.00168555,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6513AA_AS,0.00686673,-0.00467166,-0.000814843,-0.00658381,-0.0141831,-0.00206688,0.0175482,-0.0104082,0.0103616,0.00773817,0.00885868,0.00539475,-0.00719923,-0.012426,0.00190827,0.00011117,0.0161649,0.00232702,-0.0035577,-0.00600018,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5833AA_AS,0.0112195,0.000321168,0.00203459,-0.00168216,-0.0111866,-0.00369993,0.0109479,-0.0132585,0.0057522,0.00975164,0.00830446,-0.00222071,-0.000197659,-0.0016921,0.00711888,0.000489522,0.00937891,-0.00553128,-0.00897576,-0.00456495,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5160AA_AS,0.0103116,-0.00119717,0.00134849,-0.00386271,-0.0128711,-0.00323571,0.0156388,-0.0146438,0.00702647,0.00910512,0.00879321,0.000425671,5.46877e-05,-0.00795005,0.00706429,-0.00231305,0.0117163,-0.00415856,-0.00448438,-0.00373324,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6539AA_AS,0.0105773,-6.46761e-05,0.0018741,-0.00136467,-0.0120719,-0.0047322,0.0165508,-0.0162079,0.00860586,0.0129525,0.0113033,-0.00488231,-0.00144674,-0.0061824,0.00529149,-0.00117255,0.0117087,-0.0126072,-0.00225618,-0.00207232,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5822AA_AS,0.00689335,-0.00251309,0.00181752,-0.00172843,-0.0140735,-0.00284619,0.0177912,-0.0135341,0.00614884,0.0130672,0.0109999,-0.00620408,0.00248702,-0.013183,0.00896285,0.00162399,0.0208042,-0.00963493,-0.00604174,-0.00500024,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5772AA_AS,0.00833518,-0.00255772,0.00103598,-0.00392329,-0.0147387,-0.00261169,0.0164983,-0.014603,0.010113,0.0110766,0.0109072,0.00290441,-0.00243323,-0.0121696,0.00708812,0.00297805,0.0168142,-0.0111393,-0.0119846,-0.00755346,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6500AA_AS,0.0103341,-8.91046e-05,0.00202775,-0.00147782,-0.0136646,-0.00276415,0.0144106,-0.0143374,0.00758236,0.0112656,0.00923319,-0.00780949,-0.000152867,-0.00851031,0.0087715,-0.00160882,0.0176609,-0.00321894,-0.00608072,0.000252962,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6543AA_AS,0.00809786,-0.00212237,0.000465201,-0.00326099,-0.0134424,-0.000465552,0.0142463,-0.0101131,0.0081603,0.00618789,0.0107168,0.0089465,-0.00451791,-0.016971,0.00692417,0.0050111,0.018088,-0.00018958,-0.00847006,-0.00117412,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6467AA_AS,0.00700156,-0.00473918,-0.000158522,-0.00720075,-0.0114838,0.00073208,0.0132889,-0.00759052,0.0084496,0.0042295,0.00761802,0.00345663,-0.00987677,-0.00857129,0.00444744,-0.00168216,0.00408333,0.00517074,-0.00386638,0.000117433,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6532AA_AS,0.00968045,-0.00234881,0.000606114,-0.00363251,-0.0109091,-0.000744273,0.0117579,-0.0127838,0.00494998,0.0090401,0.00674263,-2.76966e-08,0.00199468,-0.00535477,0.00396434,0.00161921,0.00919265,-0.00630833,-0.00934456,-0.00718319,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5782AA_AS,0.0061885,-0.0033653,0.000575687,-0.00375914,-0.0130481,-0.00161828,0.0160157,-0.0082107,0.010623,0.00585435,0.00980132,0.00807198,-0.0109502,-0.0135958,0.00582762,0.000170416,0.0177145,0.0108183,-0.00735689,0.00210059,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5769AA_AS,0.00832503,-0.00194386,0.000746593,-0.00296188,-0.0126857,-0.0019753,0.0147177,-0.0106322,0.00972674,0.00862352,0.0120125,-0.000503,-0.00778965,-0.0120169,0.00749501,0.00246761,0.0138291,-0.00491684,-0.00847569,-0.00277804,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5848AA_AS,0.0122926,0.00174308,0.00278104,-0.00189792,-0.0126056,-0.00428919,0.0161129,-0.0205228,0.00787034,0.0117015,0.00836223,-0.0110422,0.00444708,-0.00859968,0.0147366,-0.0003028,0.0234041,-0.0122675,-0.00759141,-0.00147177,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6534AA_AS,0.00590505,-0.00536917,-0.000769697,-0.0052567,-0.0130731,-9.03092e-05,0.0138139,-0.00835637,0.00304966,0.00448227,0.00698811,-0.000462535,-0.00925385,-0.010918,0.00469873,0.00640859,0.0140902,0.000415664,-0.0105649,-0.00068087,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6525AA_AS,0.00878723,-0.00215332,0.000536723,-0.0036013,-0.0154577,-0.00281109,0.0178223,-0.0146139,0.0107536,0.0134017,0.0138788,0.000446943,0.00120546,-0.010879,0.00896705,-0.000823116,0.0201318,-0.0140172,-0.0120667,-0.0102464,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6040AA_AS,0.0090831,-0.00136223,0.000672088,-0.000942151,-0.0122868,-0.00174287,0.0127108,-0.010221,0.00561064,0.00866797,0.0113031,0.00247176,-0.00284931,-0.0123497,0.00664297,0.00412205,0.0144664,-0.00443556,-0.0107756,-0.00286255,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6454AA_AS,0.00811129,-0.00282159,-0.000627587,-0.00358907,-0.0125649,-0.00109554,0.0135784,-0.00867784,0.00706546,0.00665813,0.00870774,0.00757402,-0.00349227,-0.0123424,0.00662518,0.00504833,0.0123121,-0.00152225,-0.00856563,-0.0017532,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5823AA_AS,0.0110996,0.000448872,0.00201077,-0.00104973,-0.010253,-0.00248243,0.00951259,-0.00833972,0.00473021,0.00674429,0.00517779,0.00318129,-0.00162868,-0.0103107,0.00525942,8.32397e-05,0.0133396,-0.00297069,-0.0038666,0.000634709,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5819AA_AS,0.0119305,0.00211947,0.00364083,-8.15709e-05,-0.0106074,-0.00333583,0.00901652,-0.0111097,0.00459446,0.00842022,0.0069858,0.000654219,0.00255693,-0.0101343,0.00732717,-0.00116979,0.0138589,-0.00965942,-0.00654808,0.00267725,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5785AA_AS,0.00827097,-0.00374204,0.00042062,-0.00371385,-0.0132837,-0.000551798,0.0143567,-0.0101181,0.00567763,0.00909405,0.00981449,0.00288161,-0.00454221,-0.0111594,0.00884817,0.00544019,0.0151254,-0.00441862,-0.0131367,-0.00276255,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5779AA_AS,0.00976017,-0.00104071,0.000839695,-0.00176445,-0.0110886,-0.00151325,0.0121935,-0.0106155,0.00910712,0.00866593,0.00801506,0.00505619,0.00182838,-0.00588371,0.00650601,0.00109758,0.0136735,-0.00523299,-0.0104927,-0.00848189,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA3691AA_AS,0.0112635,0.00115195,0.00327948,-0.00144821,-0.013059,-0.00216316,0.0133783,-0.0149716,0.00629078,0.0102244,0.011473,0.000942084,0.00342385,-0.0105229,0.00817557,0.00012058,0.0218836,-0.00929461,-0.00770699,-0.000872321,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5864AA_AS,0.00719678,-0.00388566,0.000743051,-0.00401809,-0.012896,-0.000388487,0.0146853,-0.00968039,0.00897761,0.00664451,0.0117422,0.0128367,-0.00640976,-0.0145151,0.00280781,0.00487124,0.0146374,0.0062287,-0.00785345,-0.00555821,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5876AA_AS,0.0106124,0.000547352,0.00217437,-0.00209145,-0.0127448,-0.0038444,0.0147079,-0.0165234,0.00900005,0.00917728,0.0100245,-0.00250257,-0.00173533,-0.00646892,0.0102051,-0.00283076,0.0140409,-0.00216059,-0.00844866,-0.00560382,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6460AA_AS,0.00608621,-0.00461815,-0.000875848,-0.00698612,-0.0143279,-0.000121083,0.0156988,-0.00919566,0.00761879,0.00432001,0.0106223,0.00502217,-0.00754453,-0.0107597,0.00675657,0.00138883,0.0145096,0.00232733,-0.00852389,-0.00458603,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5770AA_AS,0.00851101,-0.00180727,0.00167106,-0.00322664,-0.015136,-0.00257349,0.0165189,-0.0110715,0.0134947,0.00969243,0.0106423,0.00135453,-0.00960968,-0.00743887,0.00746916,-0.00746684,0.0149927,0.0100978,-0.00183964,-0.00405896,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5825AA_AS,0.0109083,0.00102005,0.00305279,-0.00140863,-0.0119953,-0.00235549,0.0127105,-0.0135783,0.00469854,0.00938689,0.00786395,-0.00322634,0.00597695,-0.00634662,0.00481561,0.00459694,0.0102388,-0.00417219,-0.00589161,0.000925223,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6535AA_AS,0.0113778,0.00196255,0.00321722,0.000260281,-0.0114617,-0.00279043,0.0106101,-0.0126764,0.00501689,0.0073495,0.00565896,-0.000907557,0.00235631,-0.00539413,0.00540234,-0.00146623,0.00603416,-0.00289615,-0.0055337,-0.00127024,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_BA9055AA_AS,0.00996406,6.79405e-05,0.0027831,-0.00171369,-0.0124654,-0.00351255,0.0145516,-0.0149047,0.0100375,0.00716832,0.00661328,-0.00569896,-0.00195575,-0.00377778,0.00771774,-0.00214209,0.0137347,-0.00169384,-0.00399547,-0.00747212,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6483AA_AS,0.0114224,-0.000152728,0.00223737,-0.00176935,-0.0117742,-0.00429768,0.0145195,-0.0140619,0.00612804,0.0128965,0.0110194,-0.00412298,0.00149108,-0.00513542,0.00762206,-0.00147045,0.0147426,-0.00655566,-0.00288574,-0.00261515,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6526AA_AS,0.00833569,-0.00271695,0.000916466,-0.00535594,-0.0116153,-0.00201153,0.0100529,-0.00786258,0.00391937,0.00765311,0.00648217,0.000882039,-0.00501973,-0.0044472,0.00157298,-0.000211703,0.0101177,-0.00578729,-0.00542085,-0.00260405,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5780AA_AS,0.00733515,-0.00418024,-0.000188627,-0.00402648,-0.0126114,-0.000262287,0.0123609,-0.00674856,0.00380714,0.00653421,0.00896977,0.00391359,-0.00226712,-0.0119884,0.00690606,0.000456024,0.00932704,-0.00885639,-0.00636853,-0.000282914,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6516AA_AS,0.00562857,-0.00412595,-0.00102183,-0.00408837,-0.0143715,-0.00199723,0.0176288,-0.00892656,0.00722292,0.00467984,0.0120303,0.00430291,-0.00462667,-0.0105356,0.00362603,0.00260925,0.01424,-0.00518649,-0.0115851,-0.000758152,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6522AA_AS,0.00991136,-0.000833433,0.00203031,-0.00248407,-0.0132405,-0.0038101,0.0126611,-0.0122759,0.00724633,0.00852279,0.0103619,-0.00216013,-0.00353817,-0.00722001,0.00833839,-0.00342218,0.0100842,0.00191527,-0.00498542,-0.00344915,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA3674AA_AS,0.010006,-0.000551718,0.00154919,-0.00285753,-0.0123161,-0.00267975,0.0128041,-0.0139997,0.00524407,0.00712187,0.00564411,-0.00698533,0.000303246,-0.00254872,0.00637205,-0.00200465,0.0106955,0.00270217,-0.00489222,-0.00195974,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5161AA_AS,0.0066791,-0.00284729,0.000733715,-0.00326317,-0.0125812,-0.00116988,0.0151154,-0.00881747,0.0102403,0.00481693,0.0107115,0.00597456,-0.00948515,-0.0118046,0.00847523,0.00294651,0.0114333,0.00490583,-0.00836622,-0.0027786,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6514AA_AS,0.00799502,-0.00331301,-0.000134761,-0.00379993,-0.0132524,-0.000627546,0.014391,-0.00956378,0.00698662,0.00822803,0.010954,0.00286647,-0.00369008,-0.012339,0.00647803,0.00695648,0.0178794,-0.00302254,-0.00798602,-0.00433498,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5846AA_AS,0.0108917,7.33161e-05,0.0033249,-0.000112627,-0.0126206,-0.00328661,0.0136806,-0.0141237,0.00551539,0.0120572,0.00690665,-0.00548485,0.00505049,-0.0105299,0.00724441,-0.0017931,0.0160122,-0.00598926,-0.00738568,0.00336613,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5781AA_AS,0.00518567,-0.00195048,0.001808,-0.00431669,-0.0123682,-0.0018126,0.0172037,-0.0058349,0.0186654,0.00399401,0.0114937,0.0100938,-0.0170901,-0.0087634,0.010704,-0.00321659,0.010624,0.0148273,-0.00618947,-0.00382233,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA5226AA_AS,0.00964322,-0.00132201,0.00155733,-0.00354295,-0.012633,-0.00310626,0.015101,-0.0113882,0.00700567,0.00860124,0.00983912,-0.0066253,0.000232026,-0.01023,0.0062309,-0.000832638,0.0148663,-0.00497976,-0.00393179,-0.00417812,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_CA6277AA_AS,0.00929524,-0.00215924,-0.000767645,-0.00605575,-0.0125665,-0.00247023,0.0146754,-0.0125645,0.00677373,0.0104084,0.00647847,-0.00875916,-0.00131499,-0.00777912,0.00917949,-0.00073791,0.0127588,-0.00917617,-0.0033726,-0.00313374,hspLASEAsia,Thailand,Southeast_Asia,Southeast_Asia_Thailand
HEL_AA4492AA_AS,-0.0101879,-0.0131898,-0.00232694,0.00988991,-0.00698021,-0.00169999,0.00254262,0.00276404,-0.00269456,-0.000250096,-0.00393613,-0.00558343,0.000848382,-0.00802712,-0.00138455,0.00954406,-0.00198099,-0.00167584,-0.00245808,0.00193585,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA0040AA_AS,-0.00737201,-0.014853,-0.00499249,0.00852257,-0.0019728,-0.00158319,-0.00322023,-0.00330605,0.000821831,0.0026466,-0.00437551,-0.00531851,-0.00452982,-0.00122476,-0.00756608,0.00670934,-0.000845733,-0.00437889,0.00138529,0.00216749,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA0039AA_AS,-0.0105714,-0.0140221,-0.00214607,0.0103921,-0.00520442,-0.00195224,0.00317702,0.00359771,-0.00522627,0.000943315,-0.000330459,-0.00608987,0.0023278,-0.0138399,0.00195749,0.00982702,0.000962416,-0.000138461,0.00616843,-0.000749488,hpEurope,Turkey,Europe,Europe_Turkey
HEL_AA6013AA_AS,-0.0108624,-0.0133043,-0.00229988,0.0105927,-0.00448191,-0.00201847,0.00380489,0.00478048,-0.00301769,-0.00284442,-6.01467e-05,0.00926603,0.00592003,-0.0138015,-0.00158363,0.00989537,-0.0047966,0.00272936,0.00170059,0.000967194,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5733AA_AS,-0.0109643,-0.0123142,-0.00121812,0.0120436,-0.0072699,-0.00202411,0.00445967,0.00442355,-0.00429144,0.00224566,0.000723317,-0.00815682,0.00254748,-0.00984675,-0.00274346,0.00721157,-0.000377426,0.00107209,0.00546793,0.00298753,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5725AA_AS,-0.00800475,-0.0157208,-0.00336812,0.00713621,0.000459635,0.000198035,-0.00339167,-0.00130192,0.00438428,0.00243076,-0.00260807,-0.00580437,-0.00416786,-0.00367265,-0.00735179,0.00737107,-0.0044944,-0.00274613,-0.00745349,0.00389738,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5711AA_AS,-0.00777563,-0.0145693,-0.002687,0.00898543,-0.00215073,-0.00195562,-0.00415944,0.000553123,-0.00113714,9.26004e-05,-0.00606656,-0.00873884,-0.00336099,-0.00194907,-0.00415645,0.00885303,-0.00339921,0.0017071,-0.0025785,0.00326965,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5726AA_AS,-0.0109747,-0.0122376,-0.00195517,0.0113286,-0.00556125,-0.00166619,0.00319335,0.0052114,-0.00397836,0.00180702,-0.00261176,0.0059385,0.00891336,-0.011493,-0.00306507,0.0104368,0.00200261,0.00549707,0.00149833,-0.000629067,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5703AA_AS,-0.00777132,-0.0145592,-0.00266353,0.00898844,-0.00226105,-0.00192431,-0.00413554,0.000520315,-0.0011757,0.000140238,-0.00623234,-0.00870577,-0.00332569,-0.0020946,-0.00429612,0.00881657,-0.0032476,0.00163867,-0.00260635,0.00308476,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5698AA_AS,-0.0084348,-0.014412,-0.00304273,0.00807231,-0.0012305,-0.000957092,-0.000744861,0.00278279,0.0025864,-0.00159076,0.00495589,0.00750933,0.00399848,-0.0119752,-0.00665872,0.0114604,-0.0038399,-0.000514574,-0.00360974,0.00228434,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5687AA_AS,-0.00776819,-0.0170804,-0.00494604,0.00708104,-0.000490033,0.000108216,-0.00576395,-0.00498779,0.00398281,0.00196936,-0.00188907,-0.00343744,-0.00122605,-0.00302698,-0.00894254,0.00956328,-0.00444435,-0.00551782,-0.00497143,0.00155039,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5729AA_AS,-0.00844188,-0.0143809,-0.00300193,0.00793991,-0.00108037,-0.00092687,-0.000625041,0.00267278,0.00263293,-0.00221915,0.00515264,0.00827748,0.00468385,-0.0116671,-0.0064121,0.0116993,-0.00377575,9.1599e-05,-0.00454015,0.00226948,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5690AA_AS,-0.00926595,-0.0149437,-0.00308662,0.00820889,-0.00363994,8.6681e-05,-0.00278771,-0.00124893,-0.00264693,-9.39473e-05,-0.00550342,-0.00796608,-0.0033816,-0.00649102,-0.00705246,0.0064633,-8.9142e-06,0.00100266,-0.000786305,0.00698716,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5688AA_AS,-0.00904508,-0.013454,-0.00151863,0.0107133,-0.00201929,-0.00121605,-0.000787128,-0.00398571,0.000274032,0.000397088,-0.00100753,-0.00656621,-0.00142179,-0.00157836,0.00233948,0.00490205,0.00045801,6.25511e-05,-0.000124886,0.000641234,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5728AA_AS,-0.00829631,-0.0161847,-0.0033374,0.00777155,0.000404557,-0.000558856,-0.00501276,-0.00568832,0.00384887,0.000413767,-0.00033154,0.0022194,0.00146772,-0.00368777,-0.00528397,0.00676698,-0.00356479,-0.00400679,-0.00876329,0.00335102,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5727AA_AS,-0.00986212,-0.0132674,-0.00186563,0.0105078,-0.00162095,-0.00266258,-0.00100622,-1.47737e-05,0.0026783,-0.0023229,-0.000366141,0.00829258,0.00407239,-0.00874182,-0.00143815,0.00535116,0.000434579,0.00392701,0.000141011,0.00296971,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5705AA_AS,-0.00931969,-0.0146626,-0.0033228,0.00847956,-0.00212077,-0.00202141,-0.00111857,0.000128779,0.00271053,-0.00060361,-0.00264238,0.00459904,0.00314742,-0.00658778,-0.00990924,0.00907824,-0.00255691,0.00134373,-0.00516773,0.00332658,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5710AA_AS,-0.00780792,-0.014436,-0.0025758,0.00896747,-0.00224194,-0.00194405,-0.0040965,0.000749847,-0.00125574,5.78011e-05,-0.00604865,-0.00867747,-0.00324878,-0.0020348,-0.00405668,0.00857286,-0.00371452,0.00180622,-0.00203991,0.00359049,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5669AA_AS,-0.00736565,-0.0147572,-0.0028197,0.00908373,0.000292778,-3.31567e-06,-0.000941095,-0.00116329,0.00128535,-0.00215266,0.00401223,0.00180103,0.00138069,-0.00748537,-0.00503586,0.00716859,-0.00691786,0.00260747,-0.00227096,0.00396935,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5790AA_AS,-0.00799659,-0.0153883,-0.00384774,0.00855988,-0.00094073,-0.000748487,-0.00437605,-0.00534331,0.000573496,0.00253513,-0.00706762,-0.0101178,-0.00457668,-0.000613179,-0.00638231,0.00684406,-0.00183023,-0.00414563,-0.005685,0.0061103,hpEurope,Turkey,Europe,Europe_Turkey
HEL_CA5730AA_AS,-0.0104048,-0.01424,-0.0021156,0.010519,-0.00498413,-0.00184311,0.00139224,0.00234074,-0.00226528,0.000432494,0.0012549,0.00140002,0.00548722,-0.0112079,-0.00505093,0.00784119,-0.00156114,0.00607225,-0.000592001,0.00212537,hpEurope,Turkey,Europe,Europe_Turkey
HEL_BA5615AA_AS,-0.00622121,-0.0157597,-0.00514272,0.007365,0.00967016,-0.00298863,-0.0174365,-0.0262476,0.0164322,0.00411549,-0.015616,0.0183602,0.0054271,0.0114521,0.00300852,-0.00309515,0.00875223,-0.0032069,0.00763997,-0.000649775,hpEurope,United_Kingdom,Europe,Europe_United_Kingdom
GCA_024405985.1,-0.0128942,-0.00637279,0.000777326,0.00809677,-0.00743958,-0.00196081,0.010231,0.012387,0.00488376,-0.00893593,0.00236537,0.0140494,0.0132975,-0.0061631,0.000872519,0.00570714,-0.00221433,-0.000154905,-0.000263139,-0.00562764,hpEurope,United_Kingdom,Europe,Europe_United_Kingdom
HEL_AA6733AA_AS,-0.0079029,-0.0130665,-0.00227902,0.00721213,0.00471981,-0.000857031,-0.00953569,-0.0151863,0.0096301,0.00331752,-0.0120619,0.00477426,-0.00160002,0.00787558,0.00704144,-0.00326333,0.0102997,0.00164615,0.00793038,-0.00552527,hpEurope,United_Kingdom,Europe,Europe_United_Kingdom
HEL_BA9207AA_AS,-0.0086987,-0.0129709,-0.000532711,0.00694757,0.00456712,6.92018e-05,-0.00897208,-0.0152379,0.00905551,0.000837295,-0.00776751,0.0123424,0.00185601,0.00211009,-0.00133921,7.83249e-05,0.00426049,0.00629402,0.00332158,-0.00207092,hpEurope,United_Kingdom,Europe,Europe_United_Kingdom
HEL_BA9615AA_AS,-0.00785832,-0.012382,-0.00198765,0.00701977,0.00602046,-0.00100117,-0.0109595,-0.0162234,0.0138605,0.000564821,-0.000146598,0.0584082,0.025654,-0.00311397,-0.00192587,0.00278043,0.0039622,0.00111362,-0.00889369,-0.0119702,hpEurope,United_Kingdom,Europe,Europe_United_Kingdom
HEL_BA9419AA_AS,-0.0092112,-0.0109653,-0.000858515,0.00726926,0.00106215,-0.00244989,-0.00544334,-0.010544,0.00373304,0.00614146,-0.00897903,0.000460879,-0.00298859,0.00567079,0.00424753,-0.0009338,0.00486057,0.000578404,-5.00482e-05,-0.00473034,hpEurope,United_Kingdom,Europe,Europe_United_Kingdom
HEL_BA9500AA_AS,-0.00926648,-0.0123418,-0.000740359,0.00762303,0.00315503,-0.00234852,-0.00684528,-0.0124094,0.00659555,0.00140601,-0.00893714,-0.0028855,-0.00136724,0.00236115,0.00508175,-0.00385866,0.00974788,-0.0013676,0.00623198,0.00176284,hpEurope,United_Kingdom,Europe,Europe_United_Kingdom
